name,code1,code2,code3,code4,code5,code6,code7,code8,code9,code10,code11,code12,code13,code14,code15,code16,code17,code18,code19,code20,code21
"Lobster, brown (Common)", Q003,,,,,,,,,,,,,,,,,,,,
"Lobster, king size (Common)", Q004,,,,,,,,,,,,,,,,,,,,
"Loligo duvaucelii (Sci.)", R006,,,,,,,,,,,,,,,,,,,,
"Loligo sp. (Sci.)", R004,,,,,,,,,,,,,,,,,,,,
"Long (A.,M.,P.,U.)", G023,,,,,,,,,,,,,,,,,,,,
"Lotus root (Common)", F005,,,,,,,,,,,,,,,,,,,,
"Lowki (H., U.)", D007, D008, D009,,,,,,,,,,,,,,,,,,
"Luffa acutangula (Sci.)", D068, D069,,,,,,,,,,,,,,,,,,,
"Lutjanus argentimaculatus (Sci.)", P065,,,,,,,,,,,,,,,,,,,,
"Lutjanus quinquelineatus (Sci.)", P013,,,,,,,,,,,,,,,,,,,,
"Lutjanus rivulatus (Sci.)", P024,,,,,,,,,,,,,,,,,,,,
"Luwang (N.)", G023,,,,,,,,,,,,,,,,,,,,
"Maa ki daal (P.)", B003,,,,,,,,,,,,,,,,,,,,
"Maagaa (Common)", P033,,,,,,,,,,,,,,,,,,,,
"Maarissa (S.)", C002, C003, C004,,,,,,,,,,,,,,,,,,
"Maas ko dal (N.)", B003,,,,,,,,,,,,,,,,,,,,
"Maassa (S.)", B003,,,,,,,,,,,,,,,,,,,,
"Mace (Common)", G027,,,,,,,,,,,,,,,,,,,,
"Mackerel (Common)", P034,,,,,,,,,,,,,,,,,,,,
"Macolor niger (Sci.)", P006,,,,,,,,,,,,,,,,,,,,
"Macrobrachium rosenbergii (Sci.)", S008,,,,,,,,,,,,,,,,,,,,
"Macrobrachium sp. (Sci.)", S009, S010,,,,,,,,,,,,,,,,,,,
"Madarangh (O.)", C029,,,,,,,,,,,,,,,,,,,,
"Madhulam pazham (Tam.)", E055,,,,,,,,,,,,,,,,,,,,
"Madhulika (S.)", A010,,,,,,,,,,,,,,,,,,,,
"Madhura naranga (Mal.)", E047,,,,,,,,,,,,,,,,,,,,
"Madhurium (A.)", E028, E029,,,,,,,,,,,,,,,,,,,
"Mah (A.)", D039,,,,,,,,,,,,,,,,,,,,
"Maida (B.,H.,Kan.,Mar.,N.,O.,P.,U.)", A018,,,,,,,,,,,,,,,,,,,,
"Maida mavu (Mal.,Tam.)", A018,,,,,,,,,,,,,,,,,,,,
"Maida pindi (Tel.)", A018,,,,,,,,,,,,,,,,,,,,
"Maido (G.)", A018,,,,,,,,,,,,,,,,,,,,
"Mainji (Tam.)", G015,,,,,,,,,,,,,,,,,,,,
"Mainsi dudha (O.)", L001,,,,,,,,,,,,,,,,,,,,
"Mairen (M.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Mairen mana (M.)", C030,,,,,,,,,,,,,,,,,,,,
"Mairongbi (M.)", B021, B022,,,,,,,,,,,,,,,,,,,
"Maize (Mal.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"Maize, dry (Common)", A006,,,,,,,,,,,,,,,,,,,,
"Maize, tender, local (Common)", A007,,,,,,,,,,,,,,,,,,,,
"Maize, tender, sweet (Common)", A008,,,,,,,,,,,,,,,,,,,,
"Maka (Mar.,O.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"Makai (G.,Kash.,N.,U.)", A006, A007, A008, D042,,,,,,,,,,,,,,,,,
"Makhan phal (P.)", E007,,,,,,,,,,,,,,,,,,,,
"Makhanphal (H., Mar)", E007,,,,,,,,,,,,,,,,,,,,
"Makhon shim (B.)", D032,,,,,,,,,,,,,,,,,,,,
"Makka (H.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"Makka Cholam (Tam.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"Makoi (A.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"Makussttaka (S.)", B018, B019, B020,,,,,,,,,,,,,,,,,,
"Malai seethapalam Paanghi pazham (Tam.)", E061,,,,,,,,,,,,,,,,,,,,
"Malhei (M.)", E005, E006,,,,,,,,,,,,,,,,,,,
"Malhoi (A.)", E005, E006,,,,,,,,,,,,,,,,,,,
"Malus sylvestris (Sci.)", E001,E002,E003,E004,,,,,,,,,,,,,,,,,
"Mam pazham (Mal.)", E036,E037,E038,E039,E040,E041,E042,,,,,,,,,,,,,,
"Mamidi pandu (Tel.)", E036,E037,E038,E039,E040,E041,E042,,,,,,,,,,,,,,
"Mamidiallam (Tel.)", G015,,,,,,,,,,,,,,,,,,,,
"Mamidikaya (Tel.)", D057,,,,,,,,,,,,,,,,,,,,
"Mampazham (Tam.)", E036,E037,E038,E039,E040,E041,E042,,,,,,,,,,,,,,
"Mamra (G.)", A012,,,,,,,,,,,,,,,,,,,,
"Manda clathi (Common)", P035,,,,,,,,,,,,,,,,,,,,
"Mandal (P.)", A010,,,,,,,,,,,,,,,,,,,,
"Mandavellam (Tam.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Mandia (O.)", A010,,,,,,,,,,,,,,,,,,,,
"Mandwa (U.)", A010,,,,,,,,,,,,,,,,,,,,
"Manga (Mal.)", D057,,,,,,,,,,,,,,,,,,,,
"Mangai (Tam.)", D057,,,,,,,,,,,,,,,,,,,,
"Mangainji (Mal.)", G015,,,,,,,,,,,,,,,,,,,,
"Mange (M.)", E044, E064,,,,,,,,,,,,,,,,,,,
"Mange Mana (M.)", C034,,,,,,,,,,,,,,,,,,,,
"Manghra (M.)", F013,F014,,,,,,,,,,,,,,,,,,,
"Mangifera indica (Sci.)", D057, E036,E037,E038,E039,E040,E041,E042,,,,,,,,,,,,,
"Mango, ginger (Common)", G015,,,,,,,,,,,,,,,,,,,,
"Mango, green, raw (Common)", D057,,,,,,,,,,,,,,,,,,,,
"Mango, ripe, banganapalli (Common)", E036,,,,,,,,,,,,,,,,,,,,
"Mango, ripe, gulabkhas (Common)", E037,,,,,,,,,,,,,,,,,,,,
"Mango, ripe, himsagar (Common)", E038,,,,,,,,,,,,,,,,,,,,
"Mango, ripe, kesar (Common)", E039,,,,,,,,,,,,,,,,,,,,
"Mango, ripe, neelam (Common)", E040,,,,,,,,,,,,,,,,,,,,
"Mango, ripe, paheri (Common)", E041,,,,,,,,,,,,,,,,,,,,
"Mango, ripe, totapari (Common)", E042,,,,,,,,,,,,,,,,,,,,
"Mangosteen (Common)", E043,,,,,,,,,,,,,,,,,,,,
"Mangustan (H.)", E043,,,,,,,,,,,,,,,,,,,,
"Manihot esculenta (Sci.)", F015,,,,,,,,,,,,,,,,,,,,
"Manila tamarind (Common)", E044,,,,,,,,,,,,,,,,,,,,
"Manjal (Mal.,Tam.)", G033,,,,,,,,,,,,,,,,,,,,
"Manthan elakai (Mal.)", C030,,,,,,,,,,,,,,,,,,,,
"Mara kosu (Kan.)", C012,,,,,,,,,,,,,,,,,,,,
"Mara Thonde (Kan.)", D060,,,,,,,,,,,,,,,,,,,,
"Marach wangun (Kash.)", G001,G002,G003,G004,G005,G006,G007,,,,,,,,,,,,,,
"Maramaralu (Tel.)", A012,,,,,,,,,,,,,,,,,,,,
"Maravalli kizhangu (Tam.)", F015,,,,,,,,,,,,,,,,,,,,
"Marela (G.)", D005,,,,,,,,,,,,,,,,,,,,
"Marendu pandu (Tel.)", E008,,,,,,,,,,,,,,,,,,,,
"Mari (G.)", G031,,,,,,,,,,,,,,,,,,,,
"Marich (N.)", G031,,,,,,,,,,,,,,,,,,,,
"Marich ushna,Hapusha (S.)", G031,,,,,,,,,,,,,,,,,,,,
"Marichika (S.)", G001,G002,G003,G004,G005,G006,G007,,,,,,,,,,,,,,
"Marutus (Kash.)", G031,,,,,,,,,,,,,,,,,,,,
"Mash ki dal (U.)", B003,,,,,,,,,,,,,,,,,,,,
"Mashkolail (B.)", B004,,,,,,,,,,,,,,,,,,,,
"Masoor (Kash.)", B013,B014, B015,,,,,,,,,,,,,,,,,,
"Masoor/Kathai (G.)", B014,,,,,,,,,,,,,,,,,,,,
"Masoor dal (H.)", B013,,,,,,,,,,,,,,,,,,,,
"Masoor ni daad (G.)", B013,,,,,,,,,,,,,,,,,,,,
"Masoor rakhoda (G.)", B015,,,,,,,,,,,,,,,,,,,,
"Masur (Kash.)", B022,,,,,,,,,,,,,,,,,,,,
"Masur bele (Kan.)", B014, B015,,,,,,,,,,,,,,,,,,,
"Masur dail (A.)", B013,,,,,,,,,,,,,,,,,,,,
"Masur dal (H.,Mar.,U.)", B014, B015,,,,,,,,,,,,,,,,,,,
"Masur parippu (Mal.)", B014, B015,,,,,,,,,,,,,,,,,,,
"Masura (O.,S.)", B014, B015,,,,,,,,,,,,,,,,,,,
"Masura dali (O.)", B013,,,,,,,,,,,,,,,,,,,,
"Masura Musuroo (S.)", B015,,,,,,,,,,,,,,,,,,,,
"Matar (B.,H.,Kash.)", B017, D061,,,,,,,,,,,,,,,,,,,
"Matar mah (A.)", D061,,,,,,,,,,,,,,,,,,,,
"Matara (O.)", B017, D061,,,,,,,,,,,,,,,,,,,
"Math (G.,Mar.)", B016, C002, C003, C004,,,,,,,,,,,,,,,,,
"Matha (Common)", P036,,,,,,,,,,,,,,,,,,,,
"Mathalam pazhham (Mal.)", E055,,,,,,,,,,,,,,,,,,,,
"Mathan (Mal.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Matia rangar chaul (A.)", A013,,,,,,,,,,,,,,,,,,,,
"Matia rangar til (A.)", H010,,,,,,,,,,,,,,,,,,,,
"Matikaduri (A.)", C029,,,,,,,,,,,,,,,,,,,,
"Matir dail phola (A.)", B003,,,,,,,,,,,,,,,,,,,,
"Matki (Mar.)", B016,,,,,,,,,,,,,,,,,,,,
"Matki Kal (Kan.)", B016,,,,,,,,,,,,,,,,,,,,
"Mator (Kh.)", D061,,,,,,,,,,,,,,,,,,,,
"Mavina hasi sunthi (Kan.)", G015,,,,,,,,,,,,,,,,,,,,
"Mavinakayi (Kan.)", D057,,,,,,,,,,,,,,,,,,,,
"Mawal (Kash.)", A001, A002, C002,C003,C004,C005,C006,,,,,,,,,,,,,,
"Mayalu (Mar.)", C007,,,,,,,,,,,,,,,,,,,,
"Maz da doodh (P.)", L001,,,,,,,,,,,,,,,,,,,,
"Meeth (Kash.)", G026,,,,,,,,,,,,,,,,,,,,
"Meetha aloo (A.)", F013, F014,,,,,,,,,,,,,,,,,,,
"Mekke jola (Kan.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"Mene maculata (Sci.)", P038,,,,,,,,,,,,,,,,,,,,
"Menippe mercenaria (Sci.)", Q001,,,,,,,,,,,,,,,,,,,,
"Mentha spicata (Sci.)", G016,,,,,,,,,,,,,,,,,,,,
"Menthe (Kan.)", G026,,,,,,,,,,,,,,,,,,,,
"Menthikoora (Tel.)", C020,,,,,,,,,,,,,,,,,,,,
"Menthulu (Tel.)", G026,,,,,,,,,,,,,,,,,,,,
"Menthya soppu (Kan.)", C020,,,,,,,,,,,,,,,,,,,,
"Meretrix meretrix (Sci.)", R002,,,,,,,,,,,,,,,,,,,,
"Mestapat (B.)", C022, C023,,,,,,,,,,,,,,,,,,,
"Meth (H.)", B023,,,,,,,,,,,,,,,,,,,,
"Methe (S.)", G026,,,,,,,,,,,,,,,,,,,,
"Methi (A.,B.,H., M.,N.,O.,P.,U.)", G026, C020,,,,,,,,,,,,,,,,,,,
"Methi dana (G.)", G026,,,,,,,,,,,,,,,,,,,,
"Methi di patte (P.)", C020,,,,,,,,,,,,,,,,,,,,
"Methi man (M.)", C020,,,,,,,,,,,,,,,,,,,,
"Methi paat (A.)", C020,,,,,,,,,,,,,,,,,,,,
"Methi pandada (G.)", C020,,,,,,,,,,,,,,,,,,,,
"Methi pata (N.)", C020,,,,,,,,,,,,,,,,,,,,
"Methi sag (H.,Mar.,O.)", C020,,,,,,,,,,,,,,,,,,,,
"Methi shak (B.)", C020,,,,,,,,,,,,,,,,,,,,
"Mewa (N.)", E049,,,,,,,,,,,,,,,,,,,,
"Milagu (Tam.)", G031,,,,,,,,,,,,,,,,,,,,
"Milat khunda chaul (A.)", A015,,,,,,,,,,,,,,,,,,,,
"Milk fish (Common)", P037,,,,,,,,,,,,,,,,,,,,
"Milk, Buffalo (Common)", L001,,,,,,,,,,,,,,,,,,,,
"Milk, Cow (Common)", L002,,,,,,,,,,,,,,,,,,,,
"Minapapappu (Tel.)", B003,,,,,,,,,,,,,,,,,,,,
"Mint leaves (Common)", G016,,,,,,,,,,,,,,,,,,,,
"Minumulu (Tel.)", B004,,,,,,,,,,,,,,,,,,,,
"Mirapakaya (Tel.)", G022,,,,,,,,,,,,,,,,,,,,
"Mirayalu (Tel.)", G031,,,,,,,,,,,,,,,,,,,,
"Mirchi (H.)", G022,,,,,,,,,,,,,,,,,,,,
"Mire (Mar.)", G031,,,,,,,,,,,,,,,,,,,,
"Mirgichara (O.)", E052,,,,,,,,,,,,,,,,,,,,
"Misur pappu (Tel.)", B014, B015,,,,,,,,,,,,,,,,,,,
"Mitha lebu (B.)", E034,,,,,,,,,,,,,,,,,,,,
"Mithai Gur (Kh.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Mithun (Common)", O045, O046, O047,,,,,,,,,,,,,,,,,,
"Moang (Kash.)", B007,B008, B009,,,,,,,,,,,,,,,,,,
"Mobula kuhlii (Sci.)", P030,,,,,,,,,,,,,,,,,,,,
"Mocha (B.)", D062,,,,,,,,,,,,,,,,,,,,
"Mochai (Tam.)", B007, B008, B009,,,,,,,,,,,,,,,,,,
"Mochari -chi pan (Mar.)", C026,,,,,,,,,,,,,,,,,,,,
"Mohor gakhir (A.)", L001,,,,,,,,,,,,,,,,,,,,
"Mohori (Mar.)", H013,,,,,,,,,,,,,,,,,,,,
"Moida (A.,Kh.,M.)", A018,,,,,,,,,,,,,,,,,,,,
"Mokkajonna (Tel.)", A006, A007, A008,,,,,,,,,,,,,,,,,,
"Momordica charantia (Sci.)", D004, D005, D006,,,,,,,,,,,,,,,,,,
"Monjh haak (Kash.)", D053,,,,,,,,,,,,,,,,,,,,
"Monsaobi (M.)", C008,,,,,,,,,,,,,,,,,,,,
"Moog (B.)", B011,,,,,,,,,,,,,,,,,,,,
"Moog phali (H.,P.,U.)", H012,,,,,,,,,,,,,,,,,,,,
"Mooji hakh (Kash.)", C031,,,,,,,,,,,,,,,,,,,,
"Moolaa ko saag (N.)", C031,,,,,,,,,,,,,,,,,,,,
"Mooli (U.)", F009,F010,F011,F012,,,,,,,,,,,,,,,,,
"Moolikaa (S.)", F009,F010,F011,F012,,,,,,,,,,,,,,,,,
"Moon fish (Common)", P038,,,,,,,,,,,,,,,,,,,,
"Moong (N.,U.)", B011,,,,,,,,,,,,,,,,,,,,
"Moong dal (U.)", B010,,,,,,,,,,,,,,,,,,,,
"Moong ko khoste (N.)", B010,,,,,,,,,,,,,,,,,,,,
"Moong phalli (Kash.)", H012,,,,,,,,,,,,,,,,,,,,
"Moongil kuruthu (Tam.)", D002,,,,,,,,,,,,,,,,,,,,
"Moricha (A.)", C003, C004,,,,,,,,,,,,,,,,,,,
"Moricha guti (A.)", A001, A002,,,,,,,,,,,,,,,,,,,
"Moricha sak (A.)", C002, C005,,,,,,,,,,,,,,,,,,,
"Moringa oleifera (Sci.)", C019, D046,,,,,,,,,,,,,,,,,,,
"Morok (M.)", G001,G002,G003,G004,G005,G006,G007,,,,,,,,,,,,,,
"Morok Akangba (M.)", G022,,,,,,,,,,,,,,,,,,,,
"Mosambi (G.,H.,Kash.)", E034,,,,,,,,,,,,,,,,,,,,
"Mosami (P.)", E034,,,,,,,,,,,,,,,,,,,,
"Mosumi (A.)", E034,,,,,,,,,,,,,,,,,,,,
"Mosur (B.)", B014, B015,,,,,,,,,,,,,,,,,,,
"Mosur/Dail (A.)", B015,,,,,,,,,,,,,,,,,,,,
"Mosur dal (B.)", B013,,,,,,,,,,,,,,,,,,,,
"Moth bean (Common)", B016,,,,,,,,,,,,,,,,,,,,
"Moth dal (P.)", B016,,,,,,,,,,,,,,,,,,,,
"Motha (H.)", B016,,,,,,,,,,,,,,,,,,,,
"Moti alechi (G.)", G021,,,,,,,,,,,,,,,,,,,,
"Motor shuti (B.)", D061,,,,,,,,,,,,,,,,,,,,
"Mra genasu (Kan.)", F015,,,,,,,,,,,,,,,,,,,,
"Mrachini (Mal.)", F015,,,,,,,,,,,,,,,,,,,,
"Muang (Kash.)", B011,,,,,,,,,,,,,,,,,,,,
"Muang dal (Kash.)", B010,,,,,,,,,,,,,,,,,,,,
"Musa paradisiaca (Sci.)", E011,,,,,,,,,,,,,,,,,,,,
"Musa x paradisiaca (Sci.)", E009, E010, E012,,,,,,,,,,,,,,,,,,
"Mud crab (Common)", Q005,,,,,,,,,,,,,,,,,,,,
"Muda (G.)", F009,F010,F011,F012,,,,,,,,,,,,,,,,,
"Muda na pan (G.)", C031,,,,,,,,,,,,,,,,,,,,
"Mudhi (O.)", A012,,,,,,,,,,,,,,,,,,,,
"Mudra (S.)", B011,,,,,,,,,,,,,,,,,,,,
"Mug (G.)", B011,,,,,,,,,,,,,,,,,,,,
"Mug dal (H.,Mar.)", B010,,,,,,,,,,,,,,,,,,,,
"Mug ni daad (G.)", B010,,,,,,,,,,,,,,,,,,,,
"Muga (O.)", B011,,,,,,,,,,,,,,,,,,,,
"Muga Dali (O.)", B010,,,,,,,,,,,,,,,,,,,,
"Mugil cephalus (Sci.)", P039,,,,,,,,,,,,,,,,,,,,
"Mula (A.,B.,Mar.,N.,O)", F009,F010,F011,F012,,,,,,,,,,,,,,,,,
"Mula ka sag (Mar.,O.)", C031,,,,,,,,,,,,,,,,,,,,
"Mulaga akulu (Tel.)", C019,,,,,,,,,,,,,,,,,,,,
"Mulaikeerai (Tam.)", C005,,,,,,,,,,,,,,,,,,,,
"Mulakaada (Tel.)", D046,,,,,,,,,,,,,,,,,,,,
"Mulakeerai (Tam.)", C006,,,,,,,,,,,,,,,,,,,,
"Mulaku (Mal.,Mar.)", G001,G002,G003,G004,G005,G006,G007,G022,,,,,,,,,,,,,
"Mulam pazham (Mal.,Tam.)", E045,E046,,,,,,,,,,,,,,,,,,,
"Mulankoombu (Mal.)", D002,,,,,,,,,,,,,,,,,,,,
"Muli (H.)", F009,F010,F011,F012,,,,,,,,,,,,,,,,,
"Muli di patte (P.)", C031,,,,,,,,,,,,,,,,,,,,
"Muli ka patta (U.)", C031,,,,,,,,,,,,,,,,,,,,
"Muli ka sag (H.)", C031,,,,,,,,,,,,,,,,,,,,
"Muli lieh (Kh.)", F010,,,,,,,,,,,,,,,,,,,,
"Muli pyllon (Kh.)", F011,F012,,,,,,,,,,,,,,,,,,,
"Muli saw (Kh.)", F009,,,,,,,,,,,,,,,,,,,,
"Mulla danthu (Kan.)", C005,C006,,,,,,,,,,,,,,,,,,,
"Mulla thotakura (Tel.)", C005,C006,,,,,,,,,,,,,,,,,,,
"Mullancheru - cheera (Mal.)", C005,C006,,,,,,,,,,,,,,,,,,,
"Mullangi (Kan., Mal.,Tam.,Tel.)", F009,F010,F011,F012,,,,,,,,,,,,,,,,,
"Mullangi akulu (Tel.)", C031,,,,,,,,,,,,,,,,,,,,
"Mullangi ilai (Tam.)", C031,,,,,,,,,,,,,,,,,,,,
"Mullangi ilaigal (Mal.)", C031,,,,,,,,,,,,,,,,,,,,
"Mullangi soppu (Kan.)", C031,,,,,,,,,,,,,,,,,,,,
"Mullatha (Mal.)", E061,,,,,,,,,,,,,,,,,,,,
"Mullet (Common)", P039,,,,,,,,,,,,,,,,,,,,
"Mulo shak (B.)", C031,,,,,,,,,,,,,,,,,,,,
"Mulu Godumai maavu (Tam.)", A019,,,,,,,,,,,,,,,,,,,,
"Mun (Mar.)", B011,,,,,,,,,,,,,,,,,,,,
"Munakka (H.)", E015,,,,,,,,,,,,,,,,,,,,
"Mundiringa (Mal.)", E022,E023,E024,E025,E026,E027,,,,,,,,,,,,,,,
"Mundiringa/unakku (Mal.)", E057, E058,,,,,,,,,,,,,,,,,,,
"Mung (H.)", B011,,,,,,,,,,,,,,,,,,,,
"Mung dal (B.)", B010,,,,,,,,,,,,,,,,,,,,
"Mung hawai (M.)", B010, B011,,,,,,,,,,,,,,,,,,,
"Mungi -di-dal (P.)", B010,,,,,,,,,,,,,,,,,,,,
"Muraenesox cinerius (Sci.)", P008,,,,,,,,,,,,,,,,,,,,
"Murai (N.)", A012,,,,,,,,,,,,,,,,,,,,
"Mural (Common)", P040,,,,,,,,,,,,,,,,,,,,
"Muramure (H.)", A012,,,,,,,,,,,,,,,,,,,,
"Muri (A.,B.,Kh.)", A012,,,,,,,,,,,,,,,,,,,,
"Muringa ela (Mal.)", C019,,,,,,,,,,,,,,,,,,,,
"Muringakkai (Mal.)", D046,,,,,,,,,,,,,,,,,,,,
"Murmure (U.)", A012,,,,,,,,,,,,,,,,,,,,
"Murraya koenigii (Sci.)", G010,,,,,,,,,,,,,,,,,,,,
"Murungai keerai (Tam.)", C019,,,,,,,,,,,,,,,,,,,,
"Murungakkai (Tam.)", D046,,,,,,,,,,,,,,,,,,,,
"Musa sapientum (Sci.)", D062, D063, D064,,,,,,,,,,,,,,,,,,
"Mushroom (A.)", J001, J002, J003,,,,,,,,,,,,,,,,,,
"Musk melon, orange flesh (Common)", E045,,,,,,,,,,,,,,,,,,,,
"Musk melon, yellow flesh (Common)", E046,,,,,,,,,,,,,,,,,,,,
"Mustard, leaves (Common)", C026,,,,,,,,,,,,,,,,,,,,
"Mustard, seeds (Common)", H013,,,,,,,,,,,,,,,,,,,,
"Musuroo (N.)", B014,,,,,,,,,,,,,,,,,,,,
"Muth (Kash.)", B024, B025,,,,,,,,,,,,,,,,,,,
"Muthira (Mal.)", B012,,,,,,,,,,,,,,,,,,,,
"Muttaikose (Tam.)", C015, C016,,,,,,,,,,,,,,,,,,,
"Muttu gose (Mal.)", C015, C016,,,,,,,,,,,,,,,,,,,
"MvinaHannu (Kan.)", E037,E038,E039,E040,E041,E042,,,,,,,,,,,,,,,
"Myil meen (Common)", P041,,,,,,,,,,,,,,,,,,,,
"Myristica fragrans (Sci.)", G027, G028,,,,,,,,,,,,,,,,,,,
"Mysore paruppu (Tam.)", B014, B015,,,,,,,,,,,,,,,,,,,
"Naarangga (S.)", E047,,,,,,,,,,,,,,,,,,,,
"Naarikela (S.)", H007,,,,,,,,,,,,,,,,,,,,
"Nader (Kash.)", F005,,,,,,,,,,,,,,,,,,,,
"Nadia (O.)", H006,,,,,,,,,,,,,,,,,,,,
"Nagapazham (Tam.)", E013, E031,,,,,,,,,,,,,,,,,,,
"Nagarvelna pan (G.)", C010, C011,,,,,,,,,,,,,,,,,,,
"Najavalppazham (Mal.)", E015,,,,,,,,,,,,,,,,,,,,
"Nalite saga (O.)", C022, C023,,,,,,,,,,,,,,,,,,,
"Nalla bontha (Common)", P042,,,,,,,,,,,,,,,,,,,,
"Nalla Kishmish (Tel.)", E015,,,,,,,,,,,,,,,,,,,,
"Nani kobi (G.)", C012,,,,,,,,,,,,,,,,,,,,
"Naral pani (Mar.)", K002,,,,,,,,,,,,,,,,,,,,
"Narasingha paat (A.)", G010,,,,,,,,,,,,,,,,,,,,
"Narba (Common)", P043,,,,,,,,,,,,,,,,,,,,
"Narel (Mar.)", H006, H007,,,,,,,,,,,,,,,,,,,
"Naribel (N.)", H007,,,,,,,,,,,,,,,,,,,,
"Narikol (A.)", H007,,,,,,,,,,,,,,,,,,,,
"Narippayir (Tam.)", B016,,,,,,,,,,,,,,,,,,,,
"Nariyad (G.)", H007,,,,,,,,,,,,,,,,,,,,
"Nariyad nu pani (G.)", K002,,,,,,,,,,,,,,,,,,,,
"Nariyal (H.)", H007,,,,,,,,,,,,,,,,,,,,
"Nariyal (H.,P.)", H006, H007,,,,,,,,,,,,,,,,,,,
"Nariyal da pani (P.)", K002,,,,,,,,,,,,,,,,,,,,
"Nariyal ka pani (H.)", K002,,,,,,,,,,,,,,,,,,,,
"Nariyel (U.)", H007,,,,,,,,,,,,,,,,,,,,
"Narjeel (Kash.)", H007,,,,,,,,,,,,,,,,,,,,
"Narji pooen (Kash.)", K002,,,,,,,,,,,,,,,,,,,,
"Narjil (Kash.)", H006,,,,,,,,,,,,,,,,,,,,
"Narkel (B.)", H006, H007,,,,,,,,,,,,,,,,,,,
"Nashpati (B.,H., Mar.,O.,P.,U.)", E051,,,,,,,,,,,,,,,,,,,,
"Nashpatino (G.)", E051,,,,,,,,,,,,,,,,,,,,
"Naso reticulatus (Sci.)", P035,,,,,,,,,,,,,,,,,,,,
"Naspati (M.,N.)", E051,,,,,,,,,,,,,,,,,,,,
"Naspoti (A.)", E051,,,,,,,,,,,,,,,,,,,,
"Naval pazham (Mal.)", E013, E031,,,,,,,,,,,,,,,,,,,
"Neembu (U.)", E033,,,,,,,,,,,,,,,,,,,,
"Neerulli Ullipaya (Tel.)", G017,,,,,,,,,,,,,,,,,,,,
"Nei (Kh.)", H010, H011,,,,,,,,,,,,,,,,,,,
"Nei iong (Kh.)", H009,,,,,,,,,,,,,,,,,,,,
"Nela milli hannu (Kan.)", E063,,,,,,,,,,,,,,,,,,,,
"Nellikka (Mal.)", E021,,,,,,,,,,,,,,,,,,,,
"Nellikkai (Tam.)", E021,,,,,,,,,,,,,,,,,,,,
"Nelumbium nelumbo (Sci.)", F005,,,,,,,,,,,,,,,,,,,,
"Nemipterus japanicus (Sci.)", P069,,,,,,,,,,,,,,,,,,,,
"Nemipterus mesoprion (Sci.)", P021,,,,,,,,,,,,,,,,,,,,
"Nemu (A.)", E033,,,,,,,,,,,,,,,,,,,,
"Nephelium lappaceum (Sci.)", E059,,,,,,,,,,,,,,,,,,,,
"Neralai (Kan.)", E013, E031,,,,,,,,,,,,,,,,,,,
"NeraleHannu (Kan.)", E015,,,,,,,,,,,,,,,,,,,,
"Neredupandu (Tel.)", E013, E031,,,,,,,,,,,,,,,,,,,
"Neutia sag (O.)", C002 , C003, C004,,,,,,,,,,,,,,,,,,
"Nibu (P.)", E033,,,,,,,,,,,,,,,,,,,,
"Niger seeds, black (Common)", H015,,,,,,,,,,,,,,,,,,,,
"Niger seeds, grey (Common)", H016,,,,,,,,,,,,,,,,,,,,
"Nilakkadalai (Mal.)", H012,,,,,,,,,,,,,,,,,,,,
"Nilam kedi (G.)", E040,,,,,,,,,,,,,,,,,,,,
"Nimapandu (Tel.)", E033,,,,,,,,,,,,,,,,,,,,
"Nimbhu (H.)", E033,,,,,,,,,,,,,,,,,,,,
"Nobab (M.)", E056,,,,,,,,,,,,,,,,,,,,
"Nohoru (A.)", G011, G012, G013,,,,,,,,,,,,,,,,,,
"Nol khol ka patta (Mar.)", C024,,,,,,,,,,,,,,,,,,,,
"Nol-kol (G.,Mar.)", D053,,,,,,,,,,,,,,,,,,,,
"Noolkol (Tel.,Kan.,Mal.)", D053,,,,,,,,,,,,,,,,,,,,
"Notya Shaakh (B.)", C002, C004,,,,,,,,,,,,,,,,,,,
"Nud kait (Kh.)", D064,,,,,,,,,,,,,,,,,,,,
"Nugga kayi (Kan.)", D046,,,,,,,,,,,,,,,,,,,,
"Nuggeyele (Kan.)", C019,,,,,,,,,,,,,,,,,,,,
"Numitlei Maru (M.)", H020,,,,,,,,,,,,,,,,,,,,
"Nunghawai (M.)", B024, B025,,,,,,,,,,,,,,,,,,,
"Nungsihidak (M.)", K002,,,,,,,,,,,,,,,,,,,,
"Nutmeg (Common)", G028,,,,,,,,,,,,,,,,,,,,
"Nuvvulu (Tel.)", H009, H010, H011,,,,,,,,,,,,,,,,,,
"Nyomb (Kash.)", E033,,,,,,,,,,,,,,,,,,,,
"Oalu (Kash.)", F006, F007, F008,,,,,,,,,,,,,,,,,,
"Oat (Kash.)", A018,,,,,,,,,,,,,,,,,,,,
"Oat unno lota ghaun no lot (Kash.)", A019,,,,,,,,,,,,,,,,,,,,
